#{"t_start": 1768400364.4744728, "env_id": "LunarLander-v3"}
r,l,t
6.411726,1000,652.036022
-1.819552,232,652.137023
-6.989634,159,652.203022
246.193224,290,652.360023
207.897523,299,652.51273
-122.55141,948,654.626256
248.272681,341,654.832256
169.765157,357,655.028256
79.292287,1000,655.961819
233.15563,314,657.558325
209.576725,329,657.724325
-15.97549,163,657.792325
-74.947127,391,658.033325
-73.698338,569,658.387325
210.300655,440,660.212773
-56.737901,538,660.542213
-49.991392,433,660.804213
-84.50621,246,660.925211
-6.359698,213,661.021213
-22.627038,205,661.118213
219.895282,256,661.249214
21.326059,267,662.863456
171.240356,567,663.204443
226.050822,264,663.337443
230.61961,284,663.475444
-45.356128,224,663.583894
-15.866124,186,663.664895
182.705048,883,666.144177
208.691612,327,666.329177
233.039165,493,666.63055
254.717259,293,666.796549
206.018446,353,666.972549
-106.769361,725,669.059843
-45.513462,517,669.417843
250.583199,604,669.734205
183.358978,280,671.2783
256.170387,269,671.4673
215.976907,311,671.642541
2.036912,171,671.714541
228.413618,292,671.861541
188.47204,324,672.031541
207.975336,326,672.195553
-27.778742,242,672.303559
249.475717,309,673.912731
228.30045,372,674.166729
209.591282,399,674.40373
227.151146,511,674.78106
225.199104,361,674.99506
-0.379561,173,675.069072
13.225728,196,676.656295
162.135964,415,676.888309
193.79938,639,677.331295
216.005298,372,677.526992
207.742899,315,677.699878
-26.730858,263,679.263947
202.490492,338,679.473958
-77.764031,563,679.848245
-12.827508,535,680.228245
250.316488,291,680.391245
247.412944,297,681.936487
215.94527,457,682.195483
232.985269,482,682.519173
182.918677,326,682.675885
-7.197005,268,682.811885
231.443508,609,684.704076
227.309076,295,684.847076
32.801144,196,684.928076
2.726579,292,685.086075
227.064146,311,685.250076
242.67526,312,685.426076
-25.120312,322,685.604385
197.956814,554,687.528228
-76.820428,243,687.648944
215.721931,283,687.783926
228.253521,681,688.300925
-71.865541,446,689.906349
210.628267,336,690.130462
-85.121558,530,690.500087
-36.939229,322,690.679667
173.556879,541,690.998685
163.944014,821,693.572208
223.851171,295,693.71621
-93.103585,432,693.93121
205.66186,287,694.08421
-46.085272,275,694.225209
213.465429,684,696.416913
207.505688,833,697.154261
-64.762489,267,697.290259
4.191118,219,697.389274
235.5416,338,699.115743
-102.557577,710,699.765084
208.401146,304,699.929086
-38.547126,258,700.052086
215.095423,306,700.229086
-17.705018,222,700.326086
232.469128,331,702.028326
187.794408,343,702.241326
249.466725,267,702.37977
184.192444,311,702.537164
11.322899,215,702.632143
-34.03581,177,702.707143
198.397132,414,702.930163
240.794988,289,704.585475
225.488721,304,704.743475
-5.788104,1000,705.572743
238.382398,262,705.699742
246.351057,306,705.843755
242.9072,521,707.691737
174.107215,463,708.013723
232.501861,323,708.201047
210.521894,342,708.395045
-56.513615,303,708.54937
-66.069003,829,710.448063
-67.11194,292,710.5982
202.399065,688,711.152235
-6.532135,296,711.3262
-70.114976,182,712.787475
166.772412,483,713.106474
193.086262,756,713.639878
193.275931,533,713.922878
246.447874,284,715.608827
-23.676072,164,715.679435
231.383599,503,716.016434
-14.063476,201,716.107154
14.665126,218,716.210155
215.900021,329,716.412785
