#{"t_start": 1768404118.0527816, "env_id": "LunarLander-v3"}
r,l,t
175.882524,424,596.507136
189.809229,576,596.86797
103.706879,631,598.930911
143.638426,416,599.185617
131.777668,429,599.494617
176.113526,408,599.727617
161.41104,471,601.550861
-100.580986,300,601.71286
188.901653,296,601.85586
-67.687796,340,602.042127
229.837863,536,602.362139
202.940848,399,604.110349
206.953599,401,604.400352
38.110686,1000,605.351729
200.048996,444,605.668741
184.061063,381,607.451918
204.27493,419,607.723111
203.342986,426,607.998434
205.638664,431,608.257369
-60.806155,331,608.436369
192.612258,404,610.288851
185.727498,396,610.528851
191.209851,424,610.809851
131.576054,433,611.082536
200.208768,401,611.325215
192.458475,424,612.990801
223.02828,371,613.253459
107.652567,533,613.60146
168.712956,399,613.88046
215.276843,465,614.173821
202.083961,399,615.939922
-43.803691,314,616.10262
205.934003,342,616.293365
174.133741,364,616.515067
-41.601058,340,616.708072
-91.000288,351,616.904072
75.788755,766,619.005293
0.810006,307,619.183293
117.816007,775,619.692983
-68.800639,283,621.250824
131.811688,516,621.632826
210.891466,404,621.898826
-166.678805,335,622.070467
155.558296,415,622.346184
-32.546725,362,624.156005
186.205136,419,624.392672
146.720564,525,624.686672
183.200898,439,624.963045
195.768459,821,627.116634
208.150011,438,627.39139
184.456647,363,627.564007
162.369219,397,627.825995
-102.121883,293,627.982304
168.135594,441,629.8202
197.755424,484,630.08453
237.324151,421,630.329203
163.941387,437,630.604219
121.488153,488,630.935953
129.497066,388,632.711993
167.572138,310,632.880977
-187.726813,393,633.078346
195.030298,402,633.347119
224.173908,405,633.591105
150.044647,697,635.612119
273.362529,447,635.872822
200.948594,430,636.10625
250.503745,388,636.314878
233.078852,403,637.978126
122.777079,619,638.527776
70.550898,690,639.049939
194.346386,363,639.250937
111.080922,591,641.321041
-37.014998,261,641.445742
227.336972,422,641.703525
-17.362972,344,641.883525
146.1736,410,642.151324
128.384378,649,644.046074
87.28199,637,644.477074
146.840699,395,644.701073
91.197962,605,645.096505
214.96037,403,646.717613
120.898508,503,647.07895
-36.050152,337,647.25695
146.603914,443,647.592949
3.592661,334,647.777949
174.272035,465,649.604961
-73.832913,318,649.770947
212.304144,525,650.174221
235.440879,432,650.450221
242.063277,360,650.637222
229.093638,361,652.368413
166.342262,400,652.617413
-56.252764,338,652.808413
126.172896,409,653.075757
196.213325,427,653.377756
224.803396,380,655.121946
189.187871,371,655.334946
132.157245,425,655.62296
197.968601,385,655.871946
-38.373482,344,656.050348
228.066885,384,657.752421
-75.022904,362,657.977791
205.061954,536,658.403811
197.212515,498,658.701791
195.698899,325,658.860791
-53.943123,304,660.431308
-111.237252,341,660.677309
228.573366,353,660.87431
172.49081,506,661.262595
201.284094,360,661.480577
121.789356,584,663.460795
200.223914,356,663.653794
206.762994,459,663.952476
171.225729,884,664.820065
-52.272467,399,666.59495
105.58217,696,667.20233
-84.862522,363,667.406345
198.244722,381,667.62233
204.340565,511,669.471507
137.764221,622,669.973954
-37.801063,342,670.145954
-18.328908,278,670.290954
119.363059,569,670.632954
159.926892,351,672.380156
185.392711,364,672.604156
-43.634902,454,672.879156
209.972987,392,673.105862
195.506371,472,673.421862
208.953786,406,675.297129
63.713873,1000,676.198623
-13.475386,304,676.366635
188.003088,422,676.616623
-46.495469,257,678.27182
175.790419,404,678.50982
220.675002,370,678.722822
247.531898,411,678.979029
-73.835485,317,679.147041
176.520662,386,680.862148
188.974383,364,681.159313
192.922649,402,681.392326
138.574619,435,681.672314
-66.517899,295,681.829313
146.676132,595,683.672882
171.42072,562,684.00923
206.119758,328,684.183231
113.811634,616,684.55333
150.255317,569,686.47968
125.406822,612,686.883681
113.412277,692,687.390118
180.025924,376,687.660119
55.805652,560,689.67235
-13.055778,1000,690.407579
-28.14167,296,690.554577
206.729758,403,690.815577
187.086582,511,692.913563
140.287058,842,693.490032
-76.58084,337,693.704031
-81.22123,327,693.898033
198.086759,371,695.660444
-91.040459,305,695.831442
163.39995,904,696.631812
241.017366,466,696.918813
-79.606306,323,698.557368
204.99049,409,698.862367
-9.322475,1000,699.660604
-16.396516,1000,702.385335
-55.063998,292,702.536335
-187.089914,486,702.786348
10.615907,1000,705.309918
162.257468,528,705.734939
184.610036,396,705.96259
-89.841267,411,706.179258
179.377562,550,708.30101
-69.195454,429,708.561012
-116.346204,365,708.780011
163.911135,405,709.030174
-68.594446,382,709.217161
