#{"t_start": 1768402238.2651212, "env_id": "LunarLander-v3"}
r,l,t
225.710503,276,807.227737
230.346193,272,807.544736
-244.614948,231,807.809936
270.571244,292,810.270504
-55.307983,367,810.812732
165.47202,359,811.281733
-20.552358,134,811.430735
92.853805,1000,812.915284
211.267677,392,815.478788
99.245636,1000,816.999336
-15.758318,200,817.234336
63.128169,1000,820.807585
259.862164,299,821.200589
179.729745,406,821.720144
236.037386,294,822.104727
240.938607,372,822.645724
244.674811,326,825.190323
237.928669,474,825.808567
224.883444,290,826.16859
255.035049,357,826.659597
54.438398,1000,830.54907
223.019376,456,831.318345
240.69617,495,831.961572
130.617487,1000,835.461833
31.496983,154,835.632852
229.606906,377,836.150034
226.735433,329,836.589023
253.915425,447,837.323235
257.90381,423,837.833537
-9.685603,375,840.378856
175.959635,576,841.136087
98.055721,1000,843.181501
246.403706,347,843.645504
237.686649,355,846.213522
18.874624,176,846.413532
245.182863,223,846.677522
250.534231,494,847.347668
234.308484,382,847.890001
230.076035,327,848.314002
255.052828,346,850.844871
-1.225061,234,851.115871
230.864199,423,851.636872
178.815114,615,852.596058
239.565334,408,853.120203
225.006418,509,855.959108
-25.031493,455,856.723708
283.072538,440,857.251257
257.304528,315,857.657266
234.581195,394,858.21045
221.416893,345,860.786618
177.049922,310,861.188635
257.037589,413,861.806015
244.073683,361,862.301995
217.533443,323,862.720541
214.127447,290,863.073162
238.777528,284,865.552736
192.924352,304,865.920061
167.164654,631,866.855308
-11.335545,409,867.384305
254.307965,448,868.015893
226.439541,332,870.532481
246.529237,504,871.157783
250.266488,558,871.883963
267.78195,451,872.502932
205.336292,314,875.051625
213.56244,730,876.120812
199.284256,466,876.775035
129.876422,1000,880.576301
236.961145,383,881.074595
221.268425,364,881.557615
266.49618,292,881.941049
244.68098,285,882.290859
259.684713,421,882.802108
249.205758,501,885.74771
231.339303,413,886.35708
263.984634,426,886.953227
264.775402,412,887.495809
-22.475658,188,887.705399
209.477264,329,890.345518
249.556941,362,890.809171
271.324476,462,891.52177
236.102664,384,892.025227
247.261827,436,892.659856
245.285391,396,895.294101
231.14241,333,895.74273
-15.033604,160,895.921292
15.322982,166,896.10594
224.761939,414,896.668499
257.982336,298,897.033046
267.842486,275,897.383493
221.862301,352,899.878805
250.802261,391,900.376106
117.475433,1000,901.933357
231.903702,454,902.664011
-19.414736,155,904.970603
238.56794,316,905.401319
-14.881045,322,905.833258
229.682531,286,906.188842
-213.13295,363,906.635007
250.165536,294,907.015204
224.32502,354,907.513201
112.669231,1000,911.058504
230.833929,390,911.592503
260.843723,431,912.13467
271.645794,448,914.794467
226.215764,426,915.405467
254.813567,350,915.886603
250.047878,383,916.405602
219.333593,423,916.937775
236.09183,403,919.681303
247.327086,464,920.354589
180.68598,349,920.809745
232.968103,336,921.261745
245.984941,349,921.720745
22.569652,173,921.9203
225.986281,229,922.1963
233.017756,503,925.173554
223.03134,302,925.586555
236.002082,290,925.964718
56.162836,1000,928.038085
215.482818,455,930.74998
17.631731,1000,932.448971
242.346291,301,932.86316
16.187149,158,933.045158
-56.395052,196,935.391791
281.768589,426,935.940943
16.617356,370,936.389964
244.739361,361,936.874091
248.309801,383,937.437092
260.516503,572,940.504136
237.796943,286,940.864307
236.21585,290,941.220306
285.109536,435,941.811648
3.736713,199,942.041648
159.881174,498,942.84291
227.705095,334,945.431871
247.943967,322,945.871101
278.413734,450,946.443102
134.291445,1000,947.888424
245.561016,252,950.347226
278.99019,406,950.885412
230.129999,387,951.441412
-14.846271,369,951.895693
61.150198,1000,955.804469
232.943815,330,956.22347
250.367161,255,956.52647
277.159363,397,957.057629
-22.278602,229,957.324628
275.734997,416,957.846871
172.112616,324,960.275007
172.356431,344,960.705585
236.987832,322,961.124162
241.941263,346,961.573162
226.519929,538,962.299365
220.915258,363,962.805539
133.921856,1000,966.487671
77.470514,1000,968.143101
221.714808,274,970.636688
282.604325,661,971.615925
237.63014,326,972.053067
222.06179,327,972.496068
255.49775,336,972.93123
228.626701,288,975.414889
247.444085,281,975.764614
233.502753,309,976.159632
236.008204,303,976.555631
133.530784,1000,978.018156
271.965739,390,980.582796
220.784679,289,980.973064
237.093177,321,981.399059
249.840488,295,981.786644
99.29029,1000,985.857751
198.214532,747,987.114244
250.952763,371,987.627374
264.374802,424,988.159069
-24.451584,174,988.353066
253.608615,346,990.829788
97.289963,1000,992.433812
246.405621,338,992.878573
243.802248,301,993.263192
265.065632,444,996.072548
235.042401,537,996.841074
259.785348,368,997.355073
261.237628,387,997.849902
234.861786,282,998.204896
116.288389,1000,1001.810111
-2.698453,191,1002.031094
211.18698,343,1002.491347
278.309413,430,1003.0397
-0.843966,202,1003.270321
-0.552431,201,1005.566928
135.946407,1000,1007.326177
280.150542,358,1007.817891
252.825263,364,1008.287911
219.720749,350,1010.859305
102.067889,1000,1012.414272
271.657298,365,1012.916444
255.019424,354,1013.402018
247.55537,397,1016.015284
225.094772,331,1016.467474
281.253384,394,1017.011799
249.710297,359,1017.457019
10.372368,192,1017.676576
261.34212,346,1018.151294
219.006152,326,1020.701293
209.772475,368,1021.234036
248.825834,747,1022.297786
-33.78875,168,1022.487787
233.709091,533,1023.169017
-29.974463,364,1025.784966
196.214892,533,1026.515966
221.659502,317,1026.927129
274.325321,409,1027.45213
258.607073,398,1027.982278
255.651,440,1030.681937
191.567832,317,1031.100206
239.913523,291,1031.456205
213.618066,261,1031.772359
212.647994,345,1032.220359
-6.029396,299,1032.571359
252.543138,370,1035.07215
242.868148,322,1035.480151
211.533363,397,1036.028394
247.54327,377,1036.604392
262.726845,298,1037.001581
222.228225,324,1037.431581
220.803265,330,1039.969335
259.151333,321,1040.36436
18.295772,169,1040.557335
119.162098,1000,1042.090851
252.087749,335,1042.49285
85.169938,1000,1046.17295
240.87694,296,1046.52895
267.948668,322,1046.911182
276.555258,455,1047.560181
-20.104953,189,1049.866517
223.0864,303,1050.244519
222.652916,635,1051.203629
184.677727,379,1051.712183
-12.313364,320,1052.108865
247.337242,313,1052.507865
254.85688,318,1055.088462
-45.835319,399,1055.611464
249.63697,291,1055.979618
209.434017,349,1056.470617
239.461126,402,1057.019752
-47.615815,428,1059.706012
-2.793024,297,1060.06062
207.285151,622,1061.000836
186.558302,757,1062.069953
222.589061,408,1064.762724
227.781453,333,1065.204727
12.181345,218,1065.451725
252.119256,303,1065.876913
-39.936441,359,1066.341915
256.014066,323,1066.771165
23.509184,247,1067.050163
242.939736,332,1069.667746
252.491051,389,1070.216856
240.543217,357,1070.687856
228.384394,332,1071.148044
116.123107,1000,1074.80093
223.229495,349,1075.29993
238.557702,485,1075.994143
284.028577,367,1076.483143
-2.797946,357,1076.914283
234.309956,415,1079.572464
241.253391,357,1080.031743
235.677076,405,1080.520741
94.838033,1000,1081.990978
196.594717,341,1084.589649
229.663248,342,1085.125914
245.352121,357,1085.659912
241.758723,441,1086.344216
1.889418,203,1086.575214
96.925805,1000,1090.168263
249.915735,299,1090.567264
255.955246,306,1090.967585
211.415926,306,1091.350584
124.611413,1000,1095.059053
5.253269,289,1095.421052
-43.808278,188,1095.642054
97.766565,1000,1097.272341
245.978653,318,1099.909734
217.181042,320,1100.37076
219.916935,345,1100.842022
217.006711,431,1101.464023
222.233688,329,1101.929165
215.488967,524,1104.621596
-27.743714,205,1104.862786
236.641221,404,1105.462786
246.090384,656,1106.487104
240.620123,347,1106.940327
211.125557,310,1107.353327
236.126928,509,1110.17115
255.371367,431,1110.741811
235.366237,405,1111.272381
216.553071,309,1111.64038
16.565117,340,1112.049604
